,SMILES,Standard Value,STD_value,target_
351,COc1cc2ccccc2cc1C(=O)Nc1ccc(C)cc1,[115965.0],0,115965
352,COc1cc2nc(-c3cccc(F)c3)cc(O)c2cc1OC,[116135.0],0,116135
353,COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,[17000.0],0,17000
354,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,[30000.0],0,30000
355,COc1ccc(-c2ccccc2)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,[30000.0],0,30000
356,COc1ccc(-c2ccccc2C(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,[30000.0],0,30000
357,COc1ccc(-c2ccccc2C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,[30000.0],0,30000
358,COc1ccc(-c2ccccc2F)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,[30000.0],0,30000
359,COc1ccc(-c2oc3ccc(N4CCOCC4)cc3c2C#Cc2ccc(N)cc2)cc1,[95267.0],0,95267
360,COc1ccc(/C=N/NC(=O)c2cccc(NC(=O)c3ccc(F)cc3)c2)c(C(=O)O)c1OC,[116159.0],0,116159
361,COc1ccc(/C=N/Nc2cc(C)nc3ccccc23)cc1,[116228.0],0,116228
362,COc1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1OC,[67346.0],0,67346
363,COc1ccc(C(=O)Nc2cc(OC)c(NC(=O)c3ccco3)cc2OC)cc1,[116159.0],0,116159
364,COc1ccc(C(C)(C)C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[380.0],0,380
365,COc1ccc(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,[2600.0],0,2600
366,COc1ccc(C(N)=O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[2440.0],0,2440
367,COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,[1800.0],0,1800
368,COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,[1000.0],0,1000
369,COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,[700.0],0,700
370,COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,[990.0],0,990
371,COc1ccc(C)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,[600.0],0,600
372,COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,[160.0],0,160
373,COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,[500.0],0,500
374,COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,[160.0],0,160
375,COc1ccc(C)cc1N=C(N)Nc1nc(C)cc(C)n1,[116020.0],0,116020
376,COc1ccc(C2CNC(=O)OC2(C)C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,[2000.0],0,2000
377,COc1ccc(CNC(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)cc1,[189.0],0,189
378,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC,[30000.0],0,30000
379,COc1ccc(CO)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[810.0],0,810
380,COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,[500.0],0,500
381,COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,[1200.0],0,1200
382,COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,[360.0],0,360
383,COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,[1210.0],0,1210
384,COc1ccc(Cl)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,[770.0],0,770
385,COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,[80.0],0,80
386,COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,[200.0],0,200
387,COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,[110.0],0,110
388,COc1ccc(Cl)cc1C(=O)Nc1ccc(N(C)C(C)=O)cc1,[116117.0],0,116117
389,COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)c(F)c2)c1,[2450.0],0,2450
390,COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)c1,[1680.0],0,1680
391,COc1ccc(F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[240.0],0,240
392,COc1ccc(N2CCN(c3cc(C)c4ccc(O)cc4n3)CC2)cc1,[116147.0],0,116147
393,COc1ccc(NC(=O)c2ccc(C)cc2)c(OC)c1,[116037.0],0,116037
394,COc1ccc(NC(=O)c2cccc3c(Br)cccc23)cc1,[116182.0],0,116182
395,COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,[6000.0],0,6000
396,COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,[1200.0],0,1200
397,COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,[700.0],0,700
398,COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,[4000.0],0,4000
399,COc1ccc(OC)c(-n2cc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)nn2)c1,[1400.0],0,1400
400,COc1ccc(OC)c(-n2nnc(S(=O)(=O)Cc3ccccc3)c2C)c1,[3400.0],0,3400
401,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C#N)c1,[260.0],0,260
402,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C(C)=O)c1,[1900.0],0,1900
403,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2N)c1,[430.0],0,430
404,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C)cc3)c2C)c1,[2100.0],0,2100
405,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(Cl)cc3)c2C)c1,[2300.0],0,2300
406,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(N)cc3)c2C)c1,[7000.0],0,7000
407,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(O)cc3)c2C)c1,[22000.0],0,22000
408,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccccc3)c2C)c1,[2500.0],0,2500
409,COc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,[50000.0],0,50000
410,COc1ccc(S(=O)(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1,[1680.0],0,1680
411,COc1ccc([C@@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[440.0],0,440
412,COc1ccc([C@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[640.0],0,640
413,COc1ccc([C@H]2CCC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,[300.0],0,300
414,COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,[13000.0],0,13000
415,COc1ccc2c(c1)C1CC1(C(=O)N1C3CC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
416,COc1ccc2c(c1)C1CC1(C(=O)N1C3CC1CN(Cc1ccccc1)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[2000.0],0,2000
417,COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[1000.0],0,1000
418,COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CNC3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[9000.0],0,9000
419,COc1ccc2c(c1)C1CC1(C(=O)N1C3CNCC1C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
420,COc1ccc2c(c1)C1CC1(C(=O)N1CC(C)(O)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
421,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(C(C)C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
422,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(C(F)(F)F)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[3000.0],0,3000
423,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(C3CC3)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
424,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(c3ccc(F)cc3)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
425,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(c3ccccc3)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
426,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
427,COc1ccc2c(c1)C1CC1(C(=O)N1CC3CCC(C1)N3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
428,COc1ccc2c(c1)C1CC1(C(=O)N1CC3CCC(C1)N3C)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[3000.0],0,3000
429,COc1ccc2c(c1)C1CC1(C(=O)N1CC3CCC(C1)O3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[600.0],0,600
430,COc1ccc2c(c1)C1CC1(C(=O)N1CCN(C(=O)N(C)C)CC1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
431,COc1ccc2c(c1)C1CC1(C(=O)N1CCN(C(C)=O)CC1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
432,COc1ccc2c(c1)C1CC1(C(=O)N1C[C@@H](C)N(C(C)=O)[C@@H](C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
433,COc1ccc2c(c1)C1CC1(C(=O)N1C[C@@H](C)N(C)[C@@H](C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
434,COc1ccc2c(c1)C1CC1(C(=O)N1C[C@@H](C)N[C@@H](C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
435,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
436,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C(C)C)cc21,[50000.0],0,50000
437,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
438,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1[C@@H]3CC[C@H]1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,[50000.0],0,50000
439,COc1ccc2nc(C)cc(N/N=C/c3ccc(F)cc3)c2c1,[116228.0],0,116228
440,COc1cccc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)c1,[10000.0],0,10000
441,COc1cccc(-c2nc(OC)c3ccccc3n2)c1,[3000.0],0,3000
442,COc1cccc(-c2nc(SC)c3ccccc3n2)c1,[3500.0],0,3500
443,COc1cccc(-c2nc3ccccc3c(=S)[nH]2)c1,[860.0],0,860
444,COc1cccc(C(=O)O/N=C(\N)c2ccc([N+](=O)[O-])cc2)c1,[116240.0],0,116240
445,COc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,[50000.0],0,50000
446,COc1cccc2c(O)c3cccc(N)c3nc12,[116275.0],0,116275
447,COc1ccccc1-c1cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc2n1CC(=O)NC(C)(C)C,[740.0],0,740
448,COc1ccccc1-c1nnc(NC(C)=O)s1,[116085.0],0,116085
449,COc1ccccc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,[800.0],0,800
450,COc1ccccc1/C(C)=C/c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2,[10000.0],0,10000
451,COc1ccccc1C(=O)Nc1ccc(N2CCCCC2)cc1,[116193.0],0,116193
452,COc1ccccc1NC(=O)Nc1cccnc1,[116108.0],0,116108
453,COc1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2OC)nc1,[116120.0],0,116120
454,COc1ccccc1NC(=O)c1ccc2c(c1)nnn2C,[116091.0],0,116091
455,COc1ccccc1Nc1nc(NCCO)nc(N)c1[N+](=O)[O-],[17756.0],0,17756
456,COc1ncc(-c2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)cc2)c(OC)n1,[30000.0],0,30000
457,CS(=O)(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
458,CS(=O)(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[2470.0],0,2470
459,CS(=O)(=O)c1cc(C#N)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,[8400.0],0,8400
460,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,[4300.0],0,4300
461,CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1,[50000.0],0,50000
462,CS(=O)(=O)c1ccc(C#N)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,[5000.0],0,5000
463,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1,[2800.0],0,2800
464,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(Cl)c1,[10800.0],0,10800
465,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(F)c1,[6800.0],0,6800
466,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(OC(F)(F)F)c1,[1700.0],0,1700
467,CS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1,[2700.0],0,2700
468,CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,[430.0],0,430
469,CS(=O)(=O)c1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[700.0],0,700
470,CSc1ncc(C(=O)Nc2ccc(Cl)cc2)c(C)n1,[116252.0],0,116252
471,C[C@@H](C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O,[10000.0],0,10000
472,C[C@@H](NC(=O)c1cc(-c2ccc(Cl)cn2)cc(C(C)(C)O)c1)c1ccc(C(F)(F)F)[n+]([O-])c1,[30000.0],0,30000
473,C[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,[50000.0],0,50000
474,C[C@@H](O)c1nc(-c2cccc3c2N(S(=O)(=O)c2ccc(C(C)(C)C)cc2)Cc2ccc(C(F)(F)F)nc2N3)no1,[25000.0],0,25000
475,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,[10000.0],0,10000
476,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,[30000.0],0,30000
477,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,[30000.0],0,30000
478,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,[31600.0],0,31600
479,C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,[10000.0],0,10000
480,C[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CN(C(=O)NCc2ccccc2)C[C@@H]1c1ccccc1,[60.0],0,60
481,C[C@@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccccc2)C[C@@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[472.0],0,472
482,C[C@H](C(=O)Nc1ccc(F)cc1)C12CC(NC(=O)c3ccc(F)c(F)c3)(C1)C2,[30000.0],0,30000
483,C[C@H](CCCOS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]4(C)[C@H]3CC[C@]12C.[Na+].[Na+].[Na+],[5200.0],0,5200
484,C[C@H](C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O,[10000.0],0,10000
485,C[C@H](N)C(=O)NCc1cccc(-n2nc(C(F)(F)F)cc2-c2nnc(-c3cccc4ncsc34)o2)c1,[25000.0],0,25000
486,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)c1cc(C#N)ccc1F,[630.0],0,630
487,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)c1ccccc1F,[250.0],0,250
488,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(CN2CCC2)ccc1F,[20000.0],0,20000
489,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(F)ccc1F,[400.0],0,400
490,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccc(F)cc1F,[420.0],0,420
491,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1cccnc1,[3000.0],0,3000
492,C[C@H](O)c1nc(-c2cccc3c2N(S(=O)(=O)c2ccc(C(C)(C)C)cc2)Cc2ccc(C(F)(F)F)nc2N3)no1,[10000.0],0,10000
493,C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,[10300.0],0,10300
494,C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1N)[C@@H](C(N)=O)c1ccccc1,[4800.0],0,4800
495,C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1,[12000.0],0,12000
496,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,[12600.0],0,12600
497,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,[5000.0],0,5000
498,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccccc3)c3cc(F)c(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,[9200.0],0,9200
499,C[C@H]1C[C@H](C(=O)O)CC[C@H]1NN1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,[5000.0],0,5000
500,C[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@@H](C(=O)O)CC1,[50000.0],0,50000
501,C[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1,[50000.0],0,50000
502,C[C@]1(C(=O)O)CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
503,C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)C(N)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[995.0],0,995
504,C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)CC#N)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[495.0],0,495
505,C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)CO)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[1940.0],0,1940
506,C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(N)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[1060.0],0,1060
507,C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(S(C)(=O)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[151.0],0,151
508,C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccc(C#N)cc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[231.0],0,231
509,C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccc3c(c2)OCO3)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[177.0],0,177
510,C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,"[559.0, 474.0]",42.5,516.5
511,C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccncc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[604.0],0,604
512,C[C@]1(c2ccccc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[441.0],0,441
513,C[C@]1(c2ccccc2)CN(C(=O)c2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[740.0],0,740
514,C[C@]1(c2ccccc2)CN(CC(N)=O)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[276.0],0,276
515,C[C@]1(c2ccccc2)CN(Cc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[321.0],0,321
516,C[C@]1(c2ccccc2)CN(S(C)(=O)=O)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[257.0],0,257
517,C[C@]1(c2ccccc2)CNC[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,[1250.0],0,1250
518,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,[1950.0],0,1950
519,C[Si](C)(O)c1ccc(N(CCc2ccccc2)S(=O)(=O)c2ccccc2)cc1,[14000.0],0,14000
520,C[Si](C)(O)c1ccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2)cc1,[3200.0],0,3200
521,C[Si](C)(O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,[2400.0],0,2400
522,Cc1c(-c2cc[nH]n2)cc(NC(=O)c2ccc(Cl)cc2)c(=O)n1N,[100333.0],0,100333
523,Cc1c(C)c(C)c(S(=O)(=O)Nc2ccc3c(c2)ncn3-c2ccc3ccccc3c2)c(C)c1C,[55.0],0,55
524,Cc1c(C)c(C)c(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)c(C)c1C,"[8.04, 0.7]",3.67,4.37
