molregno,standard_value_get_mean,standard_units_get_levels,standard_type_get_levels,chembl_id_compound_get_levels,canonical_smiles_get_levels,act_0,act_1,act_2,act_3
2208,55.0,%,Efficacy,CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,55.0,,,
92776,33.666666666666664,%,Efficacy,CHEMBL62136,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-99.0,100.0,,
342577,-76.0,%,Efficacy,CHEMBL205937,O=S(=O)(c1ccccc1)N1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,-76.0,,,
1016024,-77.0,%,Efficacy,CHEMBL1592140,O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1cccs1)CCC2)c1c(F)cccc1F,-77.0,,,
1521038,-97.0,%,Efficacy,CHEMBL2326845,CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,-97.0,,,
1608755,-91.0,%,Efficacy,CHEMBL3094365,N#Cc1ccccc1S(=O)(=O)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-91.0,,,
1608756,-93.0,%,Efficacy,CHEMBL3094366,N#Cc1cccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)c1,-93.0,,,
1608757,-96.0,%,Efficacy,CHEMBL3094367,N#Cc1ccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-96.0,,,
1608758,-100.0,%,Efficacy,CHEMBL3094368,Cc1ccc(S(=O)(=O)N(CC(F)(F)F)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,-100.0,,,
1608759,-99.0,%,Efficacy,CHEMBL3094369,O=S(=O)(c1ccc(F)cc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-99.0,,,
1608760,-88.0,%,Efficacy,CHEMBL3094370,O=S(=O)(c1cccnc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-88.0,,,
1608762,-22.0,%,Efficacy,CHEMBL3094372,O=S(=O)(Cc1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-22.0,,,
1608763,-80.0,%,Efficacy,CHEMBL3094373,O=S(=O)(c1ccccc1)N(CCO)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-80.0,,,
1608768,-70.0,%,Efficacy,CHEMBL3094378,O=S(=O)(c1ccccc1)N(CCC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-70.0,,,
1608769,-64.0,%,Efficacy,CHEMBL3094379,O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-64.0,,,
1608770,-45.0,%,Efficacy,CHEMBL3094380,COC(c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F,-45.0,,,
1608774,-94.0,%,Efficacy,CHEMBL3094384,CCN(c1cccc(C(O)(C(F)(F)F)C(F)(F)F)c1)S(=O)(=O)c1ccccc1,-94.0,,,
1608775,-79.0,%,Efficacy,CHEMBL3094385,O=C(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,-79.0,,,
1608778,-88.0,%,Efficacy,CHEMBL3094388,CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,-88.0,,,
1613768,75.0,%,Efficacy,CHEMBL3105674,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,60.0,90.0,,
1613775,4.5,%,Efficacy,CHEMBL3105681,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1,-87.0,-75.0,70.0,110.0
1613786,-83.5,%,Efficacy,CHEMBL3105692,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1,-85.0,-82.0,,
1748676,60.0,%,Efficacy,CHEMBL3263695,CC(C)CN(Cc1ccc(-c2cccc(S(C)(=O)=O)c2)s1)S(=O)(=O)Cc1ccccc1,60.0,,,
1748677,0.0,%,Efficacy,CHEMBL3263696,CC(C)CN(Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)s1)S(=O)(=O)Cc1ccccc1,-72.0,72.0,,
1748678,76.0,%,Efficacy,CHEMBL3263697,CC(C)CN(Cc1ccc(-c2ccccc2NS(C)(=O)=O)s1)S(=O)(=O)Cc1ccccc1,76.0,,,
1748679,56.0,%,Efficacy,CHEMBL3263698,CC(C)CN(Cc1ccc(-c2cccc(NS(C)(=O)=O)c2)s1)S(=O)(=O)Cc1ccccc1,56.0,,,
1748680,83.0,%,Efficacy,CHEMBL3263699,CC(C)CN(Cc1ccc(-c2ccc(NS(C)(=O)=O)cc2)s1)S(=O)(=O)Cc1ccccc1,83.0,,,
1748681,69.0,%,Efficacy,CHEMBL3263700,CC(C)CN(Cc1ccc(-c2ccc(C(N)=O)cc2)s1)S(=O)(=O)Cc1ccccc1,69.0,,,
1748688,50.0,%,Efficacy,CHEMBL3263707,Cc1noc(C)c1-c1ccc(CN(CC(C)C)S(=O)(=O)Cc2ccccc2)s1,50.0,,,
1748691,31.333333333333332,%,Efficacy,CHEMBL3263710,CC(C)CN(Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1,-94.0,94.0,,
1748692,79.0,%,Efficacy,CHEMBL3263711,CC(C)CN(Cc1ccc(-c2ccc(S(C)(=O)=O)nc2)cc1)S(=O)(=O)Cc1ccccc1,79.0,,,
1748693,79.0,%,Efficacy,CHEMBL3263712,CC(C)CN(Cc1ccc(-c2ccc(S(C)(=O)=O)cn2)cc1)S(=O)(=O)Cc1ccccc1,79.0,,,
1748694,67.0,%,Efficacy,CHEMBL3263713,CC(C)CN(Cc1cnc(-c2ccc(S(C)(=O)=O)cc2)cn1)S(=O)(=O)Cc1ccccc1,67.0,,,
1748695,95.0,%,Efficacy,CHEMBL3263714,CC(C)CN(Cc1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1,95.0,,,
1748696,94.0,%,Efficacy,CHEMBL3263715,CC(C)CN(Cc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1,94.0,,,
1748697,0.0,%,Efficacy,CHEMBL3263716,CC(C)CN(Cc1ccc(-c2ccc(C(N)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1,-90.0,90.0,,
1748698,78.0,%,Efficacy,CHEMBL3263717,CC(=O)NCc1ccc(-c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)cc1,78.0,,,
1748995,84.0,%,Efficacy,CHEMBL3264011,CC(C)CN(Cc1ccc(-c2ccc(CC(N)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1,84.0,,,
1748996,94.0,%,Efficacy,CHEMBL3264012,CC(C)CN(Cc1ccc(-c2cccc(CC(N)=O)c2)cc1)S(=O)(=O)Cc1ccccc1,94.0,,,
1780717,74.0,%,Efficacy,CHEMBL3314001,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(CCS(=O)(=O)CC4)C3)nc2CC2CCCCC2)c2ccccc12,53.0,95.0,,
1780718,91.33333333333333,%,Efficacy,CHEMBL3314002,CCC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(Cl)c1C,74.0,100.0,,
1780719,-89.0,%,Efficacy,CHEMBL3314003,O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1Cl,-89.0,,,
1782371,92.0,%,Efficacy,CHEMBL3317733,CC(C)CN(Cc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,92.0,,,
1782462,96.0,%,Efficacy,CHEMBL3317823,CC(C)CN(Cc1ccc(N2CCN(NS(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,96.0,,,
1782463,93.0,%,Efficacy,CHEMBL3317824,CC(C)CN(Cc1ccc(N2CCN(CS(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,93.0,,,
1782464,89.0,%,Efficacy,CHEMBL3317825,CC(C)CN(Cc1ccc(N2CCS(=O)(=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,89.0,,,
1782465,90.0,%,Efficacy,CHEMBL3317826,CC(C)CN(Cc1ccc(N2CCOCC2)cc1)S(=O)(=O)Cc1ccccc1,90.0,,,
1782466,75.0,%,Efficacy,CHEMBL3317827,CC(C)CN(Cc1ccc(N2CCN(C)CC2)cc1)S(=O)(=O)Cc1ccccc1,75.0,,,
1782467,97.0,%,Efficacy,CHEMBL3317828,CC(C)CN(Cc1ccc(N2CCC(O)CC2)cc1)S(=O)(=O)Cc1ccccc1,97.0,,,
1782468,92.0,%,Efficacy,CHEMBL3317829,COC1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,92.0,,,
1782469,96.0,%,Efficacy,CHEMBL3317830,CC(C)CN(Cc1ccc(N2CCC(C#N)CC2)cc1)S(=O)(=O)Cc1ccccc1,96.0,,,
1782470,95.0,%,Efficacy,CHEMBL3317831,CC(C)CN(Cc1ccc(N2CCC(C(N)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,95.0,,,
1782471,90.0,%,Efficacy,CHEMBL3317832,CC(C)CN(Cc1ccc(N2CCC(C(=O)N(C)C)CC2)cc1)S(=O)(=O)Cc1ccccc1,90.0,,,
1782472,96.0,%,Efficacy,CHEMBL3317833,CC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,96.0,,,
1782473,92.0,%,Efficacy,CHEMBL3317834,COC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,92.0,,,
1782474,84.0,%,Efficacy,CHEMBL3317835,CC(=O)NC1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,84.0,,,
1782475,97.0,%,Efficacy,CHEMBL3317836,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3)cc2)CC1,97.0,,,
1782476,97.0,%,Efficacy,CHEMBL3317837,CC(=O)N1CCN(c2ccc(CN(C(C)(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,97.0,,,
1782477,73.0,%,Efficacy,CHEMBL3317838,CC(=O)N1CCN(c2ccc(CN(C3COC3)S(=O)(=O)Cc3ccccc3)cc2)CC1,73.0,,,
1782478,95.0,%,Efficacy,CHEMBL3317839,CCCN(Cc1ccc(N2CCN(C(C)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,95.0,,,
1782479,98.0,%,Efficacy,CHEMBL3317840,CC(=O)N1CCN(c2ccc(CN(C(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,98.0,,,
1782480,97.0,%,Efficacy,CHEMBL3317841,CC(=O)N1CCN(c2ccc(CN(C3CC3)S(=O)(=O)Cc3ccccc3)cc2)CC1,97.0,,,
1782481,98.0,%,Efficacy,CHEMBL3317842,CCN(Cc1ccc(N2CCN(C(C)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,98.0,,,
1782482,98.0,%,Efficacy,CHEMBL3317843,CC(=O)N1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)cc2)CC1,98.0,,,
1782483,87.0,%,Efficacy,CHEMBL3317844,COCCN(Cc1ccc(N2CCN(C(C)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1,87.0,,,
1825212,-40.0,%,Efficacy,CHEMBL3361027,CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,-40.0,,,
1825213,-79.0,%,Efficacy,CHEMBL3361028,CC(C)CN(Cc1ccccc1)S(=O)(=O)Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,-79.0,,,
1825214,-20.0,%,Efficacy,CHEMBL3361029,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,-20.0,,,
1825215,-12.0,%,Efficacy,CHEMBL3361030,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCOCC2)cc1,-12.0,,,
1825216,-29.0,%,Efficacy,CHEMBL3361031,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCC(O)CC2)cc1,-29.0,,,
1825217,-16.0,%,Efficacy,CHEMBL3361032,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCN(C)CC2)cc1,-16.0,,,
1825218,-29.0,%,Efficacy,CHEMBL3361033,CC(=O)N1CCN(c2ccc(S(=O)(=O)N(Cc3ccccc3)CC(C)C)cc2)CC1,-29.0,,,
1825219,-3.0,%,Efficacy,CHEMBL3361034,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(=O)(=O)N(C)C)CC2)cc1,-3.0,,,
1825220,-29.0,%,Efficacy,CHEMBL3361035,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,-29.0,,,
1825221,-55.0,%,Efficacy,CHEMBL3361036,CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,-55.0,,,
1825222,-42.0,%,Efficacy,CHEMBL3361037,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1F,-42.0,,,
1825223,-20.0,%,Efficacy,CHEMBL3361038,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)c(F)c1,-20.0,,,
1825224,-85.0,%,Efficacy,CHEMBL3361039,CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1F,-85.0,,,
1825225,-48.0,%,Efficacy,CHEMBL3361040,CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)c(F)c1,-48.0,,,
1825226,-36.0,%,Efficacy,CHEMBL3361041,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cn1,-36.0,,,
1825227,-55.0,%,Efficacy,CHEMBL3361042,CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cn1,-55.0,,,
1825228,-24.0,%,Efficacy,CHEMBL3361043,CC(C)CN(Cc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)nc1,-24.0,,,
1825229,-38.0,%,Efficacy,CHEMBL3361044,CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)nc1,-38.0,,,
1825230,-35.0,%,Efficacy,CHEMBL3361045,CC(C)CN(Cc1ccccc1Cl)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,-35.0,,,
1825231,-13.0,%,Efficacy,CHEMBL3361046,CC(C)CN(Cc1cccc(Cl)c1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,-13.0,,,
1825232,-72.0,%,Efficacy,CHEMBL3361047,CC(C)CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,-72.0,,,
1825233,-63.0,%,Efficacy,CHEMBL3361048,CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,-63.0,,,
1825234,-81.0,%,Efficacy,CHEMBL3361049,CC(=O)N1CCN(c2ccc(S(=O)(=O)N(Cc3ccccc3C(F)(F)F)CC(C)C)cc2)CC1,-81.0,,,
1825235,-91.0,%,Efficacy,CHEMBL3361050,CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(NC2CCN(S(C)(=O)=O)CC2)cc1,-91.0,,,
1825236,-68.0,%,Efficacy,CHEMBL3361051,CC(C)CN(c1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(NC2CCN(S(C)(=O)=O)CC2)cc1,-68.0,,,
1825237,-90.0,%,Efficacy,CHEMBL3361052,CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-90.0,,,
1825238,-82.0,%,Efficacy,CHEMBL3361053,CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(C(=O)C2CCN(S(C)(=O)=O)CC2)cc1,-82.0,,,
1825239,-88.0,%,Efficacy,CHEMBL3361054,CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(C(O)C2CCN(S(C)(=O)=O)CC2)cc1,-88.0,,,
1825240,-84.0,%,Efficacy,CHEMBL3361055,CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(C=C2CCN(S(C)(=O)=O)CC2)cc1,-84.0,,,
1825241,-79.0,%,Efficacy,CHEMBL3361056,CC(C)CN(c1ccccc1F)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-79.0,,,
1825242,-91.0,%,Efficacy,CHEMBL3361057,CC(C)CN(c1cccc(F)c1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-91.0,,,
1825243,-97.0,%,Efficacy,CHEMBL3361058,CC(C)CN(c1ccc(F)cc1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-97.0,,,
1825244,-52.0,%,Efficacy,CHEMBL3361059,CC(C)CN(c1ccccc1C#N)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-52.0,,,
1825245,-85.0,%,Efficacy,CHEMBL3361060,CC(C)CN(c1cccc(C#N)c1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-85.0,,,
1825246,-96.0,%,Efficacy,CHEMBL3361061,CC(C)CN(c1ccc(C#N)cc1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-96.0,,,
1825247,-63.0,%,Efficacy,CHEMBL3361062,CC(C)CN(c1ccccn1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-63.0,,,
1825248,-75.0,%,Efficacy,CHEMBL3361063,CC(C)CN(c1cccnc1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,-75.0,,,
1825249,-89.0,%,Efficacy,CHEMBL3361064,CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cn1,-89.0,,,
1825250,-64.0,%,Efficacy,CHEMBL3361065,CC(C)CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(NC2CCN(S(C)(=O)=O)CC2)nc1,-64.0,,,
1947586,35.0,%,Efficacy,CHEMBL3581529,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccccc3)c(F)c2)CC1,35.0,,,
1947587,-99.0,%,Efficacy,CHEMBL3581530,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1,-99.0,,,
1947588,-64.0,%,Efficacy,CHEMBL3581531,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)CCc3ccccc3)c(F)c2)CC1,-64.0,,,
1947589,46.0,%,Efficacy,CHEMBL3581532,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccccc3F)c(F)c2)CC1,46.0,,,
1947590,-98.0,%,Efficacy,CHEMBL3581533,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3F)c(F)c2)CC1,-98.0,,,
1947591,46.0,%,Efficacy,CHEMBL3581534,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(F)c3)c(F)c2)CC1,46.0,,,
1947592,-98.0,%,Efficacy,CHEMBL3581535,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cccc(F)c3)c(F)c2)CC1,-98.0,,,
1947593,-37.0,%,Efficacy,CHEMBL3581536,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(F)cc3)c(F)c2)CC1,-37.0,,,
1947594,-97.0,%,Efficacy,CHEMBL3581537,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(F)cc3)c(F)c2)CC1,-97.0,,,
1947595,33.0,%,Efficacy,CHEMBL3581538,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccccc3Cl)c(F)c2)CC1,33.0,,,
1947596,-96.0,%,Efficacy,CHEMBL3581539,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3Cl)c(F)c2)CC1,-96.0,,,
1947597,53.0,%,Efficacy,CHEMBL3581540,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(Cl)c3)c(F)c2)CC1,53.0,,,
1947598,-98.0,%,Efficacy,CHEMBL3581541,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cccc(Cl)c3)c(F)c2)CC1,-98.0,,,
1947599,-63.0,%,Efficacy,CHEMBL3581542,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(Cl)cc3)c(F)c2)CC1,-63.0,,,
1947600,-97.0,%,Efficacy,CHEMBL3580673,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(Cl)cc3)c(F)c2)CC1,-97.0,,,
1947601,65.0,%,Efficacy,CHEMBL3581543,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(Cl)cc(Cl)c3)c(F)c2)CC1,65.0,,,
1947602,-92.0,%,Efficacy,CHEMBL3581544,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cc(Cl)cc(Cl)c3)c(F)c2)CC1,-92.0,,,
1947603,43.0,%,Efficacy,CHEMBL3581545,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(F)cc(F)c3)c(F)c2)CC1,43.0,,,
1947604,54.0,%,Efficacy,CHEMBL3581546,COc1cccc(S(=O)(=O)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)C2CCC2)c1,54.0,,,
1947605,9.0,%,Efficacy,CHEMBL3581547,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C)cc3C)c(F)c2)CC1,9.0,,,
1947606,-29.0,%,Efficacy,CHEMBL3581548,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C#N)c3)c(F)c2)CC1,-29.0,,,
1947607,-52.0,%,Efficacy,CHEMBL3581549,COc1ccc(S(=O)(=O)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)C2CCC2)cc1,-52.0,,,
1947608,-37.0,%,Efficacy,CHEMBL3581550,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(Cl)cc3Cl)c(F)c2)CC1,-37.0,,,
1947609,-75.0,%,Efficacy,CHEMBL3581551,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(OC(F)F)cc3)c(F)c2)CC1,-75.0,,,
