coms_canonical_smiles,act_median_expert_0,class_activity_median_expert_1000_0
CSc1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,251.5,1
CC1(C)CN(Cc2ccncc2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,600.0,1
CCOC(=O)c1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)o1,166.0,1
COC(=O)c1csc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)n1,900.0,1
CC1(C)CN(Cc2nc3ccccc3s2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,51.0,1
CC1(C)CN(Cc2noc(-c3ccccc3)n2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,84.0,1
CC1(C)CN(Cc2nc(-c3ccccc3)no2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,159.0,1
CN(C)c1ccc([C@H]2C[C@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,269.0,1
CC(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(C#N)c2)C1(C)C,175.0,1
CC(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(Cl)c2)C1(C)C,32.0,1
CC(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(C)c2)C1(C)C,70.0,1
CC(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1(C)C,126.0,1
CC(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)cc2Cl)C1(C)C,161.0,1
CC(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(C)n2)C1(C)C,519.0,1
CC1(C)[C@H](NC(=O)c2cnccn2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,82.0,1
CC1(C)[C@H](NC(=O)c2cc[nH]n2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,75.0,1
CC1(C)[C@H](NC(=O)c2cn[nH]c2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,42.0,1
Cn1cc(C(=O)N[C@H]2C(C)(C)[C@H](Oc3ccc(C#N)c(Cl)c3)C2(C)C)cn1,20.0,1
Cc1cc(C(=O)N[C@H]2C(C)(C)[C@H](Oc3ccc(C#N)c(Cl)c3)C2(C)C)nn1C,54.0,1
Cc1nnc(C(=O)N[C@H]2C(C)(C)[C@H](Oc3ccc(C#N)c(Cl)c3)C2(C)C)o1,30.0,1
CC1(C)[C@H](NC(=O)c2cnc3ncccn23)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,16.0,1
Cc1nc2ncccn2c1C(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(Cl)c2)C1(C)C,69.0,1
COCCn1ccc(C(=O)N[C@H]2C(C)(C)[C@H](Oc3ccc(C#N)c(Cl)c3)C2(C)C)n1,136.0,1
CC1(C)[C@H](NC(=O)c2ccn(CCO)n2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,136.0,1
CC1(C)[C@H](NC(=O)c2cnn(CCO)c2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,59.0,1
CC1(C)[C@H](NC(=O)c2ccn(CCC#N)n2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,90.0,1
CNC(=O)Cn1ccc(C(=O)N[C@H]2C(C)(C)[C@H](Oc3ccc(C#N)c(Cl)c3)C2(C)C)n1,163.0,1
CN(C)C(=O)Cn1ccc(C(=O)N[C@H]2C(C)(C)[C@H](Oc3ccc(C#N)c(Cl)c3)C2(C)C)n1,174.0,1
Cc1nc(O[C@H]2C(C)(C)[C@H](NC(=O)c3cnc4ncccn34)C2(C)C)ccc1C#N,144.0,1
CCOC(=O)c1c(C)[nH]c(C)c1-c1ccc([N+](=O)[O-])cc1,240.0,1
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(C)c1C,210.0,1
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(-c2ccccc2)c1C,2100.0,0
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(Cc2ccccc2)c1C,160.0,1
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(CC2CCCCC2)c1C,3700.0,0
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(CCc2ccccc2)c1C,970.0,1
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(C(=O)c2ccccc2)c1C,1500.0,0
CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(S(=O)(=O)c2ccccc2)c1C,4700.0,0
COC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(Cc2ccccc2)c1C,150.0,1
Cc1c(C(=O)O)c(-c2ccc([N+](=O)[O-])cc2)c(C)n1Cc1ccccc1,6500.0,0
Cc1c(CO)c(-c2ccc([N+](=O)[O-])cc2)c(C)n1Cc1ccccc1,660.0,1
CC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(Cc2ccccc2)c1C,900.0,1
Cc1cc(-c2ccc([N+](=O)[O-])cc2)c(C)n1Cc1ccccc1,210.0,1
COC(=O)c1c(-c2ccccc2)c(C)n(Cc2ccccc2)c1C,1300.0,0
COC(=O)c1c(-c2ccc(C#N)cc2)c(C)n(Cc2ccccc2)c1C,120.0,1
COC(=O)c1c(-c2ccc(C#N)c(C(F)(F)F)c2)c(C)n(Cc2ccccc2)c1C,320.0,1
Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1ccccc1,40.0,1
Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1cccnc1,65.0,1
Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1ccc(Cl)nc1,45.0,1
Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1cncc(CO)c1,150.0,1
Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1cnc(Cl)c(CO)c1,100.0,1
Cc1c(-c2ccc(C#N)cc2)c(C#N)cn1Cc1cnc(Cl)c(CO)c1,810.0,1
Cc1c(C#N)c(-c2ccc(C#N)cc2)cn1Cc1cnc(Cl)c(CO)c1,170.0,1
CC1(C)CNC(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,105.0,1
CC(=O)CN1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,266.0,1
Cc1nnc(CN2CC(C)(C)[C@@H](Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)o1,633.0,1
CC(c1nnc(-c2cccc(F)c2)o1)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,77.0,1
CC1(C)CN(Cc2nnc(-c3ccccc3)o2)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,71.0,1
CC1(C)CN(CCC#N)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,131.0,1
CC1(C)CN(CCO)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,263.0,1
CC(CO)N1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,354.0,1
CC1(C)CN(C(C)(C)CO)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,761.0,1
CC(O)CN1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,596.5,1
CC(CO)CN1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,371.0,1
CC1(C)CN(CCC#N)C(=O)[C@@H]1Oc1ccc(C#N)c(Cl)c1,68.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)NC(C)(C)C)cc1,770.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)NCC(C)(C)O)cc1,160.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)N2CCOCC2)cc1,2400.0,0
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(C(=O)NCC(C)(C)O)cc1,1100.0,0
Cc1nn(-c2ccc(C#N)cc2)c(C)c1Cc1ccc(F)cc1,170.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(F)cc1,75.0,1
Cc1nn(-c2ccc(C#N)c(C(F)(F)F)c2)c(C)c1Cc1ccc(F)cc1,110.0,1
Cc1nn(-c2ccc(C#N)cc2Cl)c(C)c1Cc1ccc(F)cc1,1500.0,0
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(F)cc1,110.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1-c1ccc(F)cc1,270.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1CCc1ccc(F)cc1,140.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1C(O)c1ccc(F)cc1,48.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccccc1C(N)=O,10000.0,0
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1cccc(C(N)=O)c1,700.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(N)=O)cc1,140.0,1
CNC(=O)c1ccc(Cc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cc1,110.0,1
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)N(C)C)cc1,4000.0,0
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(C(=O)NCCO)cc1,2100.0,0
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(C(=O)N2CCOCC2)cc1,1300.0,0
CC(=O)Nc1ccc(Oc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)nc1,5400.0,0
Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Oc1ccc(NC(=O)C(C)(C)C)cn1,4000.0,0
CC(=O)Nc1ccc(Oc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cn1,1200.0,0
COc1ccc2c(c1)OC(c1ccccc1O)CC2=O,10000.0,0
O=C(/C=C/c1ccc(O)cc1)c1cc(Cl)ccc1O,5920.0,0
N#Cc1ccc(-n2c(=O)n(Cc3ccccc3)c3ccccc32)cc1C(F)(F)F,170.0,1
CC(C)n1c(=O)n(-c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21,373.0,1
CCn1c(=O)n(-c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21,293.0,1
N#Cc1ccc(-n2c(=O)n(Cc3ccccc3)c3cccnc32)cc1C(F)(F)F,60.6,1
N#Cc1ccc(-n2c(=O)n(Cc3ccccc3)c3ncccc32)cc1C(F)(F)F,588.0,1
N#Cc1ccc(-n2c(=O)n(Cc3ccccn3)c3ccccc32)cc1C(F)(F)F,301.0,1
N#Cc1ccc(-n2c(=O)n(Cc3cccnc3)c3ccccc32)cc1C(F)(F)F,389.0,1
CC(c1ccccc1)n1c(=O)n(-c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21,327.5,1
N#Cc1ccc(-n2c(=O)n(Cc3nc(-c4ccccn4)no3)c3ccccc32)cc1Cl,126.0,1
CC(c1nc(-c2ccccn2)no1)n1c(=O)n(-c2ccc(C#N)c(Cl)c2)c2ccccc21,183.5,1
CNC(=O)c1ccc(-c2ccc3c(c2)C(C)(C)C(=O)N3c2ccc(C#N)c(C(F)(F)F)c2)cc1F,197.0,1
CNC(=O)c1ccc(-c2ccc3c(c2)C(C)(C)C(=O)N3c2ccc(C#N)c(OC)c2)cc1F,165.0,1
COc1cc(N2C(=O)C(C)(C)c3cc(-c4cccnc4OC)ccc32)ccc1C#N,79.6,1
O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])c3ccccc23)c1,12850.0,0
O=C(/C=C/c1ccccc1)c1cc(Cl)ccc1O,1510.0,0
CC[C@H]1CNc2cc3oc(=O)cc(C(F)(F)F)c3cc2[C@@H]1CC,10.0,1
COc1cc(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)cc(OC)c1O,26300.0,0
O=C(N/N=C/c1cc(Br)ccc1O)c1cc2ccccc2cc1O,13300.0,0
O=C(N/N=C/c1cc2ccccc2cc1O)c1cc2ccccc2cc1O,15900.0,0
CCCOc1ccc(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)cc1,28100.0,0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12,1108.0,0
CC[C@H]1c2cc3c(C(F)(F)F)cc(=O)oc3cc2NC[C@H]1C,2.0,1
CC[C@@H]1c2cc3c(C(F)(F)F)cc(=O)oc3cc2NC[C@H]1C,0.3,1
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1O,15.0,1
C[C@@H]1CNc2cc3nc(O)cc(C(F)(F)F)c3cc2[C@@H]1CCC(F)(F)F,63.0,1
CC(C)C[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,29.0,1
CC[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,10000.0,0
C[C@@H]1CC[C@H]([C@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10000.0,0
CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)[C@H]1c1cccc2c(=O)cc(C)oc12,4440.0,0
CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,10000.0,0
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,10000.0,0
CCS(=O)(=O)Nc1cc(F)c(-c2ccc(C#N)n2C)c(F)c1,100.0,1
O=C(/C=C/c1ccccc1O)c1cc(Cl)ccc1O,2370.0,0
COc1ccc(/C=C/C(=O)c2cc(Cl)ccc2O)cc1OC,5250.0,0
NS(=O)(=O)c1cccc2cc(SCCOc3ccccc3)[nH]c12,1600.0,0
N#Cc1ccc(N2CCC(O)(Cc3ccccc3)C2)cc1Cl,710.0,1
N#Cc1ccc(N2CCC(O)C2)cc1Cl,5041.0,0
N#Cc1ccc(N2CCC(O)(c3ccccc3)C2)cc1Cl,315.0,1
N#Cc1ccc(N2CCC(O)(c3ccc(F)cc3)C2)cc1Cl,122.5,1
C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(F)cc1,5004.05,0
C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(C(N)=O)cc1,29.5,1
CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)cc1,21.0,1
CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)nc1,94.0,1
CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)cn1,72.0,1
C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(C(=O)N(C)C)nc1,5850.0,0
CNC(=O)c1ccc([C@@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@@H]2C)cn1,4000.0,0
C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(N2CCCC2=O)nc1,86.5,1
CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(OC)c3)[C@H]2C)cn1,425.0,1
CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)cc3)[C@H]2C)cn1,4500.0,0
CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(F)c3)[C@H]2C)cn1,1265.0,0
N#Cc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,79433.0,0
CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,1780.0,0
O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2cccc(O)c12,1235.135,0
O=c1cc(-c2ccc(F)cc2)oc2cccc(O)c12,330.565,1
O=c1cc(-c2ccccc2)oc2cccc(F)c12,773.125,1
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cccc(O)c12,361.54,1
N#Cc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,250.595,1
CN(C)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,850.5699999999999,1
Nc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,1992.63,0
CSc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,1070.76,0
O=c1cc(-c2ccc(Cl)cc2)oc2cccc(F)c12,361.54,1
O=c1cc(-c2ccc(F)cc2)oc2cccc(F)c12,190.275,1
N#Cc1ccc(-c2cc(=O)c3c(F)cccc3o2)cc1,1201.13,0
NC(=O)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,3564.065,0
CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(C#N)cc3)nc2C)c1,6260.0,0
CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(Cl)c(Cl)c3)nc2C)c1,2650.0,0
CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3cc(Cl)cc(Cl)c3)nc2C)c1,13190.0,0
CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(F)c(Cl)c3)nc2C)c1,5070.0,0
CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc4ccccc4c3)nc2C)c1,9760.0,0
CCC(CC)(c1ccc(N)c(C)c1)c1ccc(O)c(C)c1,5400.0,0
CC[Si](CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,1900.0,0
CCCC[Si](CCCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,8200.0,0
CCC(CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,4500.0,0
CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,25000.0,0
CC(C)c1ccc2c(c1O)CC[C@H]1C3=C(CC[C@]21C)C(=O)OC3,260.0,1
N#Cc1ccc(N2[C@@H]3CC[C@H]2C[C@@H](O)C3)cc1Cl,31.7,1
Cc1cn(-c2ccc(CNS(=O)(=O)c3cc(F)ccc3F)cc2)c(C)n1,10000.0,0
COc1cc(OC)cc(-c2nnc([C@@]3(Cc4ccccc4)OC(=O)N([C@H](C)c4ccccc4)C3=O)o2)c1,5000.0,0
C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(c2nnc(C3(c4ccccc4)CC3)o2)C1=O,5000.0,0
COc1cc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
CCOc1cc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,9050.0,0
COc1cc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
Cc1nc(N2N=C(c3ccc(C(=O)O)cc3)C[C@@H]2C2CCCC2)ccc1C#N,10000.0,0
CCOc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(N)=O,3250.0,0
CNC(=O)c1ccc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)nc1OC,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)N(C)C,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(N)=O,7780.0,0
CNC(=O)c1ccc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)nc1OC,8520.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)N(C)C,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)NS(C)(=O)=O,10000.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)NS(C)(=O)=O,9940.0,0
COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)Nc1nnn[nH]1,10000.0,0
CN(Cc1ccc(Br)o1)C(=O)c1cc2ccc(F)cc2[nH]1,11880.0,0
Cc1ccc(CN(C)C(=O)c2cc3cc(F)ccc3[nH]2)o1,8000.0,0
N#CCCN(Cc1ccccc1)C(=O)c1cc2ccccc2[nH]1,6045.0,0
COCCN(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,6545.0,0
CC(C)N(Cc1ccco1)C(=O)c1cc2cc(C(F)(F)F)ccc2[nH]1,5245.0,0
O=C(c1cc2ccc(F)cc2[nH]1)N(Cc1ccco1)Cc1ccco1,4760.0,0
CN(Cc1ccc(Br)s1)C(=O)c1cc2ccc(F)cc2[nH]1,3295.0,0
CN(Cc1cccs1)C(=O)c1cc2ccc(F)cc2[nH]1,4415.0,0
Cc1ccc(CN(C(=O)c2cc3ccccc3[nH]2)C(C)C)o1,3370.0,0
Cc1ccc2cc(C(=O)N(Cc3ccc(C)o3)C(C)C)[nH]c2c1,2270.0,0
Cc1ccc2[nH]c(C(=O)N(Cc3ccc(C)o3)C(C)C)cc2c1,2220.0,0
Cc1ccc2[nH]c(C(=O)N(Cc3ccco3)C(C)C)cc2c1,1250.0,0
Cc1ccc(CN(C(=O)c2cc3cc(F)ccc3[nH]2)C(C)C)o1,1240.0,0
Cc1ccc2cc(C(=O)N(Cc3ccco3)C(C)C)[nH]c2c1,935.0,1
Cc1ccc(CN(C(=O)c2cc3cccc(F)c3[nH]2)C(C)C)o1,1100.0,0
Cc1ccc(CN(C(=O)c2cc3ccc(F)cc3[nH]2)C(C)C)o1,770.0,1
CC(C)N(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,550.0,1
CC(C)N(Cc1ccco1)C(=O)c1cc2ccc(F)cc2[nH]1,480.0,1
CNc1nc(-c2ccc3ccccc3c2)cs1,3540.0,0
Oc1ccc2nc(N3CCOCC3)sc2c1,7745.0,0
Oc1ccc(-c2ccc3ccccc3n2)cc1,9840.0,0
c1ccc(-c2ccc(N3CCOCC3)s2)cc1,515.0,1
FC(F)(F)c1cccc(-c2csc(N3CCOCC3)n2)c1,595.0,1
Cc1ccc(C)c(-c2csc(N3CCOCC3)n2)c1,570.0,1
c1ccc(-c2csc(N3CCCCC3)n2)cc1,860.0,1
c1ccc(-c2cc(N3CCOCC3)cs2)cc1,1040.0,0
Nc1ccccc1-c1csc(N2CCOCC2)n1,1705.0,0
N#Cc1ccc(-c2ccc(N3CCOCC3)s2)cc1,1165.0,0
FC(F)(F)[C@H]1CN(c2nc(-c3ccccc3)cs2)CCO1,905.0,1
Clc1ccc(-c2csc(N3CCOCC3)n2)c(Cl)c1,1490.0,0
Clc1ccc(-c2csc(N3CCOCC3)n2)cc1Cl,3140.0,0
OCc1sc(N2CCOCC2)nc1-c1ccccc1,5040.0,0
Oc1ccc(-c2nc(-c3c[nH]c4ccccc34)cs2)cc1,5755.0,0
CCc1sc(N2CCOCC2)nc1-c1ccccc1,7115.0,0
Brc1ncn(-c2csc(N3CCOCC3)n2)c1Br,100.0,1
COc1c(-c2csc(N3CCOCC3)n2)ccc(F)c1F,215.0,1
Cc1scc(-c2csc(N3CCOCC3)n2)c1C,340.0,1
c1cc(-c2csc(N3CCOCC3)n2)cs1,240.0,1
Oc1c(F)cccc1-c1csc(N2CCOCC2)n1,210.0,1
COc1cc(F)ccc1-c1csc(N2CCOCC2)n1,265.0,1
Clc1ncn(-c2csc(N3CCOCC3)n2)c1Br,385.0,1
Clc1ncn(-c2csc(N3CCOCC3)n2)c1Cl,625.0,1
Oc1c(-c2csc(N3CCOCC3)n2)ccc(F)c1F,750.0,1
Clc1cn(-c2csc(N3CCOCC3)n2)cn1,840.0,1
Oc1cc(F)ccc1-c1csc(N2CCOCC2)n1,1000.0,0
Clc1c(Br)ncn1-c1csc(N2CCOCC2)n1,1365.0,0
Ic1ncn(-c2csc(N3CCOCC3)n2)c1I,1770.0,0
c1ccc(-c2csc(N3CCOCC3)n2)nc1,2580.0,0
Clc1ncn(-c2csc(N3CCOCC3)n2)c1I,3315.0,0
Brc1cn(-c2csc(N3CCOCC3)n2)cn1,2270.0,0
c1cc(-c2csc(N3CCOCC3)n2)ccn1,2940.0,0
COc1c(F)cc(O)cc1-c1csc(N2CCOCC2)n1,3020.0,0
CS(=O)(=O)c1c(F)cccc1-c1csc(N2CCOCC2)n1,3560.0,0
Cc1ncn(-c2csc(N3CCOCC3)n2)c1C,2990.0,0
Cc1sc(N2CCOCC2)nc1-c1ccccc1,1460.0,0
N#Cc1ccc(N2[C@H]3CC[C@H]2CC(O)C3)cc1C(F)(F)F,39.8,1
CC1(O)C[C@@H]2CC[C@@H](C1)N2c1ccc(C#N)c(C(F)(F)F)c1,29.3,1
N#Cc1ccc(N2C3CCC2CC(=O)C3)cc1C(F)(F)F,66.0,1
N#Cc1ccc(N2[C@H]3CC[C@H]2CC(NCc2ccccc2)C3)cc1C(F)(F)F,233.0,1
CS(=O)(=O)NC1C[C@@H]2CC[C@@H](C1)N2c1ccc(C#N)c(C(F)(F)F)c1,2650.0,0
CCS(=O)(=O)NC1C[C@@H]2CC[C@@H](C1)N2c1ccc(C#N)c(C(F)(F)F)c1,2040.0,0
Cc1c(N2C3CCC2CC(C)(O)C3)ccc(C#N)c1Cl,1.0,1
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,3100.0,0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,3000.0,0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(NS(C)(=O)=O)ccc3[nH]2)C1=O,13000.0,0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cc[nH]n4)ccc3[nH]2)C1=O,3100.0,0
Cc1nocc1-c1ccc2[nH]c([C@@]3(Cc4ccccc4)OC(=O)N([C@H](C)c4ccc(F)cc4)C3=O)nc2c1,3400.0,0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(N4CCOCC4)ccc3[nH]2)C1=O,7700.0,0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,3700.0,0
