smiles molregno
CC(C)CN(Cc1ccc(NC2(C)CCN(S(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1 2105892
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3F)c(F)c2)cc1 2327122
COc1ccc2c(c1)CCN(C(=O)CCC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1 2283730
C[C@H]1CN(Cc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1 2493364
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC1CC1 2393110
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(NCC3CCOCC3)c(S(C)(=N)=O)c2)cc1 2300220
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cc(C#N)cnc3OCC(F)(F)F)cs2)cc1 2270127
CC(C)CN(Cc1ccc(N2CCN(C(=O)C3CC3)CC2)cc1)S(=O)(=O)Cc1ccccc1 2134873
CC(=O)N1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)cc2)CC1 1782482
N#C[C@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2254345
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(C#N)cc3)cs2)cc1 2270013
Cc1ccc([C@@H](NC(=O)Cc2ccc3oc([C@@H](O)c4c(C)noc4C)cc3c2)c2ccccc2)c(C)c1 2186419
N#CC1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(N=[N+]=[N-])cc3)C2)CC1 2109171
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(OC(F)F)cc3)c(F)c2)CC1 1947609
O=C1NC(=O)C2(CCN(C(=O)N3CC[C@](c4ccc(C(OCc5c(F)cccc5F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)C2)N1 2187655
Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(C#N)c(Cc3ccc(-n4cccn4)cc3)c(C#N)c2c1 1786553
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(F)ccn3)cc2)cc1 2332869
O=C(N1CCOCC1)N1CC[C@@](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2246629
CC(=O)N1CCC(CO)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2170007
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C#N)c3)c(Oc3ccccc3C(F)(F)F)s2)cc1 1958135
CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccccn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1 2352128
CCn1c2c(c3cc(NC(=O)CC(C)CC(=O)Nc4ccc(C#N)cc4)ccc31)CCCC2 2299924
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccc(F)cc3)cc2)cc1 2329070
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3)c(C(F)(F)F)c2)cc1 2275696
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C#N)c3)c(C(=O)c3ccccc3)s2)cc1 1613772
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(CC4CCN(C(=O)C(C)(C)C)CC4)cc3C(F)(F)F)c(Cl)c2)cc1 2276861
CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1 2433323
O=C(O)C1CC2(C1)CC(C(=O)N1CC[C@@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C1)C2 2248579
CCS(=O)(=O)c1ccc(CC(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)cc1 2101040
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2115184
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2151080
CCS(=O)(=O)c1ccc(C(NC(C)=O)C(=O)Nc2cc(-c3cccnc3OCc3ccc(OC(F)(F)F)cc3)cs2)cc1 2279918
O=C(N1CCC(c2ccncc2)C1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2158542
O=C(O)C1CC2(C1)CC(C(=O)N1CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C1)C2 2133762
CC(C)(C)OC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2113584
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccnc32)c(F)c1 2345979
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CC(F)(F)C[C@@H]2C)c(C(F)F)c1F)C(F)(F)F 2481620
C[C@H]1CCCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(F)c1C(F)F 2485266
CC(C)CN(Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1 1748691
C[C@H](NS(=O)(=O)c1ccc(-c2sc(NC(=O)CC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2484689
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c([S@](C)(=N)=O)c2)cc1 2298912
CC(C)CN(c1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(NC2CCN(S(C)(=O)=O)CC2)cc1 1825236
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCC1CC1(F)F 2438914
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C(C)(C)C)c3)c(F)c2)CC1 2125728
CC(C)(C)NC(=O)c1cc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)cc(C2(C)CC2)c1 2258225
Cc1nonc1CC(=O)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2161148
O=C(Cc1ccncc1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2153578
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc23)c(F)c1 1939976
CC(C)CN(Cc1ccc(-c2ccc(C(N)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1 1748697
Cc1ccc(C(NC(=O)Cc2ccc3oc(C(O)c4c(C)noc4C)cc3c2)c2ccccc2)c(C)c1 1780740
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2191688
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCN3CCOCC3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2475963
CCS(=O)(=O)c1ccc(CNC(=O)c2ccc3c(c2)c2ccccc2n3CC2CCCCC2)cc1 2292638
Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C3CCC3)CC1)cn2C 2320619
COCC(C)(C)c1c(F)cc(NC(=O)[C@H]2c3ccc(OC)cc3CCN2C(=O)CCCC(=O)O)cc1F 2201999
CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1 1825233
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(NCC3(C)CCOCC3)c(S(C)(=N)=O)c2)cc1 2297563
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(Cl)c3Cl)c(F)c2)CC1 2153656
CCOC(=O)CNC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2100797
O=S(=O)(c1ccc(F)cc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1 1608759
CCC[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(CF)c4)nc(-c4ccccc4F)c3CC[C@H]12 2481316
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)C2)c(Cl)c1Cl)C(F)(F)F 2483698
Cc1c(NC(=O)c2ccc(Cl)c(C#N)c2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C 2322760
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1 1960270
NC(=O)CN1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2120764
COC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1 2156938
O=C(N1CCO[C@H](CO)C1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2192955
CC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2C)CC1 2158490
CCCN(Cc1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1)Cc1ccc(-c2ccccc2)cc1 1614420
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2480400
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C(C)C)cc3)c(F)c2)CC1 2161495
O=S(=O)(c1ccc(F)cc1)[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1 2116683
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)C#N)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2480756
CN(C)C(=O)c1ccc2c(c1)c(Oc1c(Cl)cccc1C(F)(F)F)nn2-c1ccc(C(=O)O)cc1 2140532
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1F)C(F)(F)F 2474402
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(C(F)F)c1F)C(F)(F)F 2480248
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2cccc(F)c12 2355247
CC(=O)N1C[C@H]2C[C@@H]1CN2c1ccc(CN(CC(F)(F)F)S(=O)(=O)Cc2ccccc2)c(F)c1 2250814
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(F)cc3F)c(F)c2)CC1 2127879
COc1cccc(S(=O)(=O)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)C2CCC2)c1 1947604
CC(C)(O)C(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2188633
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CC3CC3C2)c(Cl)c1Cl)C(F)(F)F 2483096
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(Cl)cc3)c(F)c2)CC1 1947600
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3c(F)cccc32)c(F)c1 2359723
COc1ccc(C(C(=O)Nc2cc(F)c([Si](C)(C)C)c(F)c2)N(C)C(=O)c2cc(O)no2)cc1 2292362
CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1 1825212
CCN(CCCF)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl 2474076
C[C@H](NS(=O)(=O)c1ccc(-c2sc(NCCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F 2473067
O=C(N1CCC(O)(C(F)(F)F)CC1)N1CC[C@](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2111854
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc32)cc1 2391511
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3)cc2)CC1 1782475
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)cc1 2455110
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3c(Cl)cccc3Cl)c(F)c2)CC1 2126064
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cnn(C)c2C(C)C)cc1OCC(F)(F)F 1955001
CC(C)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(-c2ccc(C(N)=O)cc2)cc1 2169449
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OC4CCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2178572
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)cc1 2447451
Cc1cc(-c2nc(-c3ccc(F)cc3)c3c(n2)[C@]2(C)C=C(C#N)C(=O)[C@H](C)[C@H]2CC3)ccn1 2471521
O=C(O)C[C@@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2158495
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CC(N)=O)c2)cc1 2300643
CCN(CC)c1nc2ccc(C(O)(c3ccc(OC)nc3)c3cncn3C)cc2c(Cl)c1Oc1ccccc1 2165346
COc1nc2ccc([C@@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1 2427166
O=C(N1CCC(c2nnn[nH]2)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2144011
COCCOC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F 2187109
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OC(C)C)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2152454
CC(C)CN(c1ccccc1Cl)S(=O)(=O)c1ccc(-c2ccc(C(N)=O)cc2)cc1 2131145
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(F)ccc3F)c(F)c2)CC1 2118951
COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C 2212742
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3Cl)c(C(=O)c3ccccc3Cl)s2)cc1 2298299
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3Cl)c(C(=O)c3ccccc3)s2)cc1 1613769
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccc(Cl)cc3)c(C(=O)c3ccccc3)s2)cc1 1613771
CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1 2365329
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccn3)cc2)cc1 2319219
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3cc(C#N)ccn3)cc2)cc1 2318807
CC(=O)N1CCC(N)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2106065
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C2COC2)cc1N1CC2CC2C1 1955033
N#CC1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2099720
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2122177
O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C12CCC(C(=O)O)(CC1)OC2 2174731
CO[C@@H](C)C(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1 2152847
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4C(C)(C)O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2134678
CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CC[C@H](C(=O)O)CC1 2186554
CS(=O)(=O)N1CCC(C(=O)N2CC[C@@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2246930
CN1CCC(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1=O 2135484
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1 2443966
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CC(C(F)(F)F)C1 2345976
CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)c(F)c1 1825225
O=C(CN1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)N1CCCC1 2180850
COc1ccc2c(n1)CCN(C(=O)N1CC(CC(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C 2234894
CS(=O)(=O)N1CC[C@@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2252278
CCc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F 2111845
CC(C)CN(CCc1ccccc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1F 1825224
Cn1cc(C2CCN(C(=O)C3CCCCC3)CC2)c2cc(NC(=O)c3cc(C#N)ccn3)ccc21 2320558
Cc1c(NC(=O)c2ccc(F)c(C#N)c2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C 2325187
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2COC(C)(C)C)c(Cl)c1Cl)C(F)(F)F 2261116
O=C(O)[C@H]1CC[C@](F)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2143473
CC(C)c1cccc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)c1 2118257
Cc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(C)(=O)=O)cn3)c(=O)n([C@@H](C)C3CC3)c2n1 2507641
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C)CC3)c(Cl)c2Cl)s1 2476406
CN1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2157220
O=C(N[C@H]1CC[C@@H](C(=O)O)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2109832
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OC(C)c4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2158571
CC(C)CN(Cc1ccc(N2CCN(C(=O)CC#N)CC2)cc1)S(=O)(=O)Cc1ccccc1 2162995
COc1ccc2c(n1)CCN(C(C)=O)[C@H]2C(=O)Nc1ccc(OCc2ccccc2OC)cc1 2433031
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC[C@@H]2CF)c(Cl)c1Cl)C(F)(F)F 2484709
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc32)cc1 2390596
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3CCS(=O)(=O)CC3)C2)ccc1F 2191512
CC(=O)N1CCC(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1 2135632
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(NCC3(F)CCOCC3)c(S(C)(=N)=O)c2)cc1 2298380
CC1(O)CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2158519
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2128094
CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccnnc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1 2342224
CCCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1 2536979
Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C 2334689
CCS(=O)(=O)c1ccc(C(NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1 2370677
CCS(=O)(=O)c1ccc(C(NC(=O)Cc2ccncn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1 2350590
CC(=O)N1CCN(c2ccc(CN3CCCCN(c4ccccc4)S3(=O)=O)c(F)c2)CC1 1990477
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC(F)(F)F 2382250
O=C(O)C1CCC(O)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2156821
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccccc3)cs2)cc1 2270444
COC(c1ccccc1)(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)C(F)(F)F 2121311
O=C(O)c1ccc(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)cc1 2121964
COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C3CCS(=O)(=O)CC3)C2)cc1F)(C(F)(F)F)C(F)(F)F 2102452
NC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1 2140980
C=CC[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(C5CC5)c4)nc(-c4ccccc4F)c3CC[C@H]12 2475529
O=C(O)C[C@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2254281
O=C(N1CCC[C@@H](CO)C1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1 2254537
C[C@@H](OC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F)c1ccccc1 2247288
CC(C)CN(Cc1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)S(=O)(=O)Cc1ccccc1 1748695
CCS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1 2517534
Cc1ccc(C(=O)Nc2cnc3c(c(C4CCN(C(=O)C(C)C)CC4)cn3C)c2C)cc1C#N 2330946
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(C4CC4)c3)C2)CC1 2157721
O=C(O)[C@@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1 2249725
